Numéro de support,Date de mise en service,Exploitant,Azimut,Hauteur / sol,Type service,Système,Début,Fin,Unité,Longitude,Latitude
463995,2018-11-21,SFR,100.0,25.5,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.4161111111111113,48.8625
463995,2018-11-21,SFR,100.0,25.5,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.4161111111111113,48.8625
463995,2018-11-21,SFR,100.0,25.5,TEL MOBILE,5.0,801.0,811.0,MHz,2.4161111111111113,48.8625
463995,2018-11-21,SFR,220.0,25.5,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.4161111111111113,48.8625
463995,2018-11-21,SFR,220.0,25.5,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.4161111111111113,48.8625
463995,2018-11-21,SFR,220.0,25.5,TEL MOBILE,5.0,801.0,811.0,MHz,2.4161111111111113,48.8625
463995,2019-06-11,SFR,100.0,25.5,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.4161111111111113,48.8625
463995,2019-06-11,SFR,220.0,25.5,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.4161111111111113,48.8625
463995,2021-12-21,SFR,100.0,26.4,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.4161111111111113,48.8625
463995,2021-12-21,SFR,220.0,26.4,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.4161111111111113,48.8625
464495,2013-08-30,SFR,0.0,26.6,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.3536111111111113,48.82361111111111
464495,2013-08-30,SFR,120.0,26.6,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.3536111111111113,48.82361111111111
464495,2013-08-30,SFR,240.0,26.6,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.3536111111111113,48.82361111111111
464495,2013-10-11,SFR,0.0,26.6,TEL MOBILE,5.0,801.0,811.0,MHz,2.3536111111111113,48.82361111111111
464495,2013-10-11,SFR,120.0,26.6,TEL MOBILE,5.0,801.0,811.0,MHz,2.3536111111111113,48.82361111111111
464495,2013-10-11,SFR,240.0,26.6,TEL MOBILE,5.0,801.0,811.0,MHz,2.3536111111111113,48.82361111111111
464495,2014-02-04,SFR,0.0,26.6,TEL MOBILE,1.0,951.2,959.9,MHz,2.3536111111111113,48.82361111111111
464495,2014-02-04,SFR,120.0,26.6,TEL MOBILE,1.0,951.2,959.9,MHz,2.3536111111111113,48.82361111111111
464495,2014-02-04,SFR,240.0,26.6,TEL MOBILE,1.0,951.2,959.9,MHz,2.3536111111111113,48.82361111111111
464495,2015-02-25,SFR,0.0,26.6,TEL MOBILE,2.0,951.2,959.9,MHz,2.3536111111111113,48.82361111111111
464495,2015-02-25,SFR,120.0,26.6,TEL MOBILE,2.0,951.2,959.9,MHz,2.3536111111111113,48.82361111111111
464495,2015-02-25,SFR,240.0,26.6,TEL MOBILE,2.0,951.2,959.9,MHz,2.3536111111111113,48.82361111111111
464495,2017-01-12,SFR,0.0,26.6,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.3536111111111113,48.82361111111111
464495,2017-01-12,SFR,120.0,26.6,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.3536111111111113,48.82361111111111
464495,2017-01-12,SFR,240.0,26.6,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.3536111111111113,48.82361111111111
464495,2018-07-13,SFR,0.0,26.6,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.3536111111111113,48.82361111111111
464495,2018-07-13,SFR,120.0,26.6,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.3536111111111113,48.82361111111111
464495,2018-07-13,SFR,240.0,26.6,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.3536111111111113,48.82361111111111
464495,2020-04-22,SFR,0.0,26.6,TEL MOBILE,4.0,758.0,763.0,MHz,2.3536111111111113,48.82361111111111
464495,2020-04-22,SFR,120.0,26.6,TEL MOBILE,4.0,758.0,763.0,MHz,2.3536111111111113,48.82361111111111
464495,2020-04-22,SFR,240.0,26.6,TEL MOBILE,4.0,758.0,763.0,MHz,2.3536111111111113,48.82361111111111
464495,2021-03-19,SFR,0.0,26.9,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.3536111111111113,48.82361111111111
464495,2021-03-19,SFR,120.0,26.2,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.3536111111111113,48.82361111111111
464495,2021-03-19,SFR,240.0,26.6,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.3536111111111113,48.82361111111111
464523,2003-01-24,SFR,0.0,42.0,TEL MOBILE,1.0,951.2,959.9,MHz,2.303611111111111,48.891666666666666
464523,2003-01-24,SFR,240.0,41.0,TEL MOBILE,1.0,951.2,959.9,MHz,2.303611111111111,48.891666666666666
464523,2003-01-24,SFR,120.0,42.0,TEL MOBILE,1.0,951.2,959.9,MHz,2.303611111111111,48.891666666666666
464523,2013-06-10,SFR,0.0,42.0,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.303611111111111,48.891666666666666
464523,2013-06-10,SFR,240.0,41.0,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.303611111111111,48.891666666666666
464523,2013-06-10,SFR,120.0,42.0,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.303611111111111,48.891666666666666
464523,2015-02-25,SFR,0.0,42.0,TEL MOBILE,2.0,951.2,959.9,MHz,2.303611111111111,48.891666666666666
464523,2015-02-25,SFR,240.0,41.0,TEL MOBILE,2.0,951.2,959.9,MHz,2.303611111111111,48.891666666666666
464523,2015-02-25,SFR,120.0,42.0,TEL MOBILE,2.0,951.2,959.9,MHz,2.303611111111111,48.891666666666666
464523,2015-12-09,SFR,0.0,42.0,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.303611111111111,48.891666666666666
464523,2015-12-09,SFR,0.0,42.0,TEL MOBILE,5.0,801.0,811.0,MHz,2.303611111111111,48.891666666666666
464523,2015-12-09,SFR,240.0,41.0,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.303611111111111,48.891666666666666
464523,2015-12-09,SFR,240.0,41.0,TEL MOBILE,5.0,801.0,811.0,MHz,2.303611111111111,48.891666666666666
464523,2015-12-09,SFR,120.0,42.0,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.303611111111111,48.891666666666666
464523,2015-12-09,SFR,120.0,42.0,TEL MOBILE,5.0,801.0,811.0,MHz,2.303611111111111,48.891666666666666
464523,2016-10-27,SFR,0.0,42.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.303611111111111,48.891666666666666
464523,2016-10-27,SFR,240.0,41.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.303611111111111,48.891666666666666
464523,2016-10-27,SFR,120.0,42.0,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.303611111111111,48.891666666666666
464523,2018-06-14,SFR,0.0,42.0,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.303611111111111,48.891666666666666
464523,2018-06-14,SFR,240.0,41.0,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.303611111111111,48.891666666666666
464523,2018-06-14,SFR,120.0,42.0,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.303611111111111,48.891666666666666
464523,2021-05-12,SFR,0.0,42.7,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.303611111111111,48.891666666666666
464523,2021-05-12,SFR,120.0,42.7,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.303611111111111,48.891666666666666
464523,2021-05-12,SFR,240.0,41.7,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.303611111111111,48.891666666666666
464551,2010-12-20,SFR,340.0,29.2,TEL MOBILE,1.0,951.2,959.9,MHz,2.3202777777777777,48.88305555555556
464551,2010-12-20,SFR,120.0,28.7,TEL MOBILE,1.0,951.2,959.9,MHz,2.3202777777777777,48.88305555555556
464551,2010-12-20,SFR,220.0,28.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.3202777777777777,48.88305555555556
464551,2013-04-26,SFR,340.0,29.2,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.3202777777777777,48.88305555555556
464551,2013-04-26,SFR,120.0,28.7,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.3202777777777777,48.88305555555556
464551,2013-04-26,SFR,220.0,28.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.3202777777777777,48.88305555555556
464551,2013-11-29,SFR,340.0,29.2,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.3202777777777777,48.88305555555556
464551,2013-11-29,SFR,120.0,28.7,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.3202777777777777,48.88305555555556
464551,2013-11-29,SFR,220.0,28.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.3202777777777777,48.88305555555556
464551,2013-12-09,SFR,340.0,29.2,TEL MOBILE,5.0,801.0,811.0,MHz,2.3202777777777777,48.88305555555556
464551,2013-12-09,SFR,120.0,28.7,TEL MOBILE,5.0,801.0,811.0,MHz,2.3202777777777777,48.88305555555556
464551,2013-12-09,SFR,220.0,28.1,TEL MOBILE,5.0,801.0,811.0,MHz,2.3202777777777777,48.88305555555556
464551,2015-02-25,SFR,340.0,29.2,TEL MOBILE,2.0,951.2,959.9,MHz,2.3202777777777777,48.88305555555556
464551,2015-02-25,SFR,120.0,28.7,TEL MOBILE,2.0,951.2,959.9,MHz,2.3202777777777777,48.88305555555556
464551,2015-02-25,SFR,220.0,28.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.3202777777777777,48.88305555555556
464551,2016-10-20,SFR,340.0,29.2,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.3202777777777777,48.88305555555556
464551,2016-10-20,SFR,120.0,28.7,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.3202777777777777,48.88305555555556
464551,2016-10-20,SFR,220.0,28.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.3202777777777777,48.88305555555556
464551,2018-07-26,SFR,340.0,29.2,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.3202777777777777,48.88305555555556
464551,2018-07-26,SFR,120.0,28.7,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.3202777777777777,48.88305555555556
464551,2018-07-26,SFR,220.0,28.1,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.3202777777777777,48.88305555555556
464551,2021-07-06,SFR,340.0,29.2,TEL MOBILE,4.0,758.0,763.0,MHz,2.3202777777777777,48.88305555555556
464551,2021-07-06,SFR,120.0,28.7,TEL MOBILE,4.0,758.0,763.0,MHz,2.3202777777777777,48.88305555555556
464551,2021-07-06,SFR,220.0,28.1,TEL MOBILE,4.0,758.0,763.0,MHz,2.3202777777777777,48.88305555555556
464551,2013-01-01,FREE MOBILE,130.0,28.3,TEL MOBILE,2.0,944.9,949.9,MHz,2.3202777777777777,48.88305555555556
464551,2013-01-01,FREE MOBILE,240.0,28.3,TEL MOBILE,2.0,944.9,949.9,MHz,2.3202777777777777,48.88305555555556
464551,2013-01-01,FREE MOBILE,10.0,29.8,TEL MOBILE,2.0,944.9,949.9,MHz,2.3202777777777777,48.88305555555556
464551,2013-11-28,FREE MOBILE,130.0,28.3,TEL MOBILE,8.0,2670.0,2690.0,MHz,2.3202777777777777,48.88305555555556
464551,2013-11-28,FREE MOBILE,240.0,28.3,TEL MOBILE,8.0,2670.0,2690.0,MHz,2.3202777777777777,48.88305555555556
464551,2013-11-28,FREE MOBILE,10.0,29.8,TEL MOBILE,8.0,2670.0,2690.0,MHz,2.3202777777777777,48.88305555555556
464551,2016-11-03,FREE MOBILE,130.0,28.3,TEL MOBILE,6.0,1845.0,1860.0,MHz,2.3202777777777777,48.88305555555556
464551,2016-11-03,FREE MOBILE,240.0,28.3,TEL MOBILE,6.0,1845.0,1860.0,MHz,2.3202777777777777,48.88305555555556
464551,2016-11-03,FREE MOBILE,10.0,29.8,TEL MOBILE,6.0,1845.0,1860.0,MHz,2.3202777777777777,48.88305555555556
464551,2017-01-17,FREE MOBILE,130.0,28.3,TEL MOBILE,4.0,778.0,788.0,MHz,2.3202777777777777,48.88305555555556
464551,2017-01-17,FREE MOBILE,240.0,28.3,TEL MOBILE,4.0,778.0,788.0,MHz,2.3202777777777777,48.88305555555556
464551,2017-01-17,FREE MOBILE,10.0,29.8,TEL MOBILE,4.0,778.0,788.0,MHz,2.3202777777777777,48.88305555555556
464551,2021-05-28,FREE MOBILE,130.0,28.3,TEL MOBILE,11.0,778.0,788.0,MHz,2.3202777777777777,48.88305555555556
464551,2021-05-28,FREE MOBILE,240.0,28.3,TEL MOBILE,11.0,778.0,788.0,MHz,2.3202777777777777,48.88305555555556
464551,2021-05-28,FREE MOBILE,10.0,29.8,TEL MOBILE,11.0,778.0,788.0,MHz,2.3202777777777777,48.88305555555556
464551,2021-09-30,FREE MOBILE,130.0,28.3,TEL MOBILE,7.0,2140.1,2154.9,MHz,2.3202777777777777,48.88305555555556
464551,2021-09-30,FREE MOBILE,240.0,28.3,TEL MOBILE,7.0,2140.1,2154.9,MHz,2.3202777777777777,48.88305555555556
464551,2021-09-30,FREE MOBILE,10.0,29.8,TEL MOBILE,7.0,2140.1,2154.9,MHz,2.3202777777777777,48.88305555555556
466435,2009-09-17,SFR,0.0,27.2,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2675,48.86083333333333
466435,2009-09-17,SFR,80.0,27.7,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2675,48.86083333333333
466435,2013-08-23,SFR,0.0,27.2,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2675,48.86083333333333
466435,2013-08-23,SFR,80.0,27.7,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2675,48.86083333333333
466435,2016-03-31,SFR,0.0,27.2,TEL MOBILE,5.0,801.0,811.0,MHz,2.2675,48.86083333333333
466435,2016-03-31,SFR,80.0,27.7,TEL MOBILE,5.0,801.0,811.0,MHz,2.2675,48.86083333333333
466435,2016-04-01,SFR,0.0,27.2,TEL MOBILE,1.0,951.2,959.9,MHz,2.2675,48.86083333333333
466435,2016-04-01,SFR,0.0,27.2,TEL MOBILE,2.0,951.2,959.9,MHz,2.2675,48.86083333333333
466435,2016-04-01,SFR,80.0,27.7,TEL MOBILE,1.0,951.2,959.9,MHz,2.2675,48.86083333333333
466435,2016-04-01,SFR,80.0,27.7,TEL MOBILE,2.0,951.2,959.9,MHz,2.2675,48.86083333333333
466435,2016-11-25,SFR,0.0,27.2,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2675,48.86083333333333
466435,2016-11-25,SFR,80.0,27.7,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2675,48.86083333333333
466435,2019-01-28,SFR,0.0,27.2,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.2675,48.86083333333333
466435,2019-01-28,SFR,80.0,27.7,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.2675,48.86083333333333
466511,1998-05-06,SFR,0.0,33.2,TEL MOBILE,1.0,951.2,959.9,MHz,2.2975,48.874722222222225
466511,1998-05-06,SFR,120.0,33.1,TEL MOBILE,1.0,951.2,959.9,MHz,2.2975,48.874722222222225
466511,1998-05-06,SFR,220.0,29.3,TEL MOBILE,1.0,951.2,959.9,MHz,2.2975,48.874722222222225
466511,2011-07-22,SFR,0.0,33.2,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2975,48.874722222222225
466511,2011-07-22,SFR,120.0,33.1,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2975,48.874722222222225
466511,2011-07-22,SFR,220.0,29.3,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2975,48.874722222222225
466511,2013-10-01,SFR,0.0,33.2,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2975,48.874722222222225
466511,2013-10-01,SFR,0.0,33.2,TEL MOBILE,5.0,801.0,811.0,MHz,2.2975,48.874722222222225
466511,2013-10-01,SFR,120.0,33.1,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2975,48.874722222222225
466511,2013-10-01,SFR,120.0,33.1,TEL MOBILE,5.0,801.0,811.0,MHz,2.2975,48.874722222222225
466511,2013-10-01,SFR,220.0,29.3,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2975,48.874722222222225
466511,2013-10-01,SFR,220.0,29.3,TEL MOBILE,5.0,801.0,811.0,MHz,2.2975,48.874722222222225
466511,2014-06-13,SFR,0.0,33.2,TEL MOBILE,2.0,951.2,959.9,MHz,2.2975,48.874722222222225
466511,2014-06-13,SFR,120.0,33.1,TEL MOBILE,2.0,951.2,959.9,MHz,2.2975,48.874722222222225
466511,2014-06-13,SFR,220.0,29.3,TEL MOBILE,2.0,951.2,959.9,MHz,2.2975,48.874722222222225
466511,2018-08-10,SFR,0.0,33.2,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2975,48.874722222222225
466511,2018-08-10,SFR,0.0,33.2,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.2975,48.874722222222225
466511,2018-08-10,SFR,120.0,33.1,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2975,48.874722222222225
466511,2018-08-10,SFR,120.0,33.1,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.2975,48.874722222222225
466511,2018-08-10,SFR,220.0,29.3,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2975,48.874722222222225
466511,2018-08-10,SFR,220.0,29.3,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.2975,48.874722222222225
467603,2019-02-27,FREE MOBILE,80.0,29.6,TEL MOBILE,6.0,1845.0,1860.0,MHz,2.2647222222222223,48.84222222222222
467603,2019-02-27,FREE MOBILE,80.0,29.6,TEL MOBILE,8.0,2670.0,2690.0,MHz,2.2647222222222223,48.84222222222222
467603,2019-02-27,FREE MOBILE,80.0,29.6,TEL MOBILE,2.0,944.9,949.9,MHz,2.2647222222222223,48.84222222222222
467603,2019-02-27,FREE MOBILE,300.0,29.6,TEL MOBILE,6.0,1845.0,1860.0,MHz,2.2647222222222223,48.84222222222222
467603,2019-02-27,FREE MOBILE,300.0,29.6,TEL MOBILE,8.0,2670.0,2690.0,MHz,2.2647222222222223,48.84222222222222
467603,2019-02-27,FREE MOBILE,300.0,29.6,TEL MOBILE,2.0,944.9,949.9,MHz,2.2647222222222223,48.84222222222222
467603,2019-04-15,FREE MOBILE,80.0,29.6,TEL MOBILE,4.0,778.0,788.0,MHz,2.2647222222222223,48.84222222222222
467603,2019-04-15,FREE MOBILE,300.0,29.6,TEL MOBILE,4.0,778.0,788.0,MHz,2.2647222222222223,48.84222222222222
467603,2021-03-19,FREE MOBILE,80.0,29.6,TEL MOBILE,11.0,778.0,788.0,MHz,2.2647222222222223,48.84222222222222
467603,2021-03-19,FREE MOBILE,300.0,29.6,TEL MOBILE,11.0,778.0,788.0,MHz,2.2647222222222223,48.84222222222222
467603,2022-04-29,FREE MOBILE,80.0,29.6,TEL MOBILE,9.0,3640.0,3710.0,MHz,2.2647222222222223,48.84222222222222
467603,2022-04-29,FREE MOBILE,300.0,29.6,TEL MOBILE,9.0,3640.0,3710.0,MHz,2.2647222222222223,48.84222222222222
467603,2014-01-14,ORANGE,120.0,27.6,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.2647222222222223,48.84222222222222
467603,2014-01-14,ORANGE,315.0,27.6,TEL MOBILE,8.0,2635.0,2655.0,MHz,2.2647222222222223,48.84222222222222
467603,2016-01-11,ORANGE,120.0,27.6,TEL MOBILE,2.0,934.9,943.6,MHz,2.2647222222222223,48.84222222222222
467603,2016-01-11,ORANGE,315.0,27.6,TEL MOBILE,2.0,934.9,943.6,MHz,2.2647222222222223,48.84222222222222
467603,2016-10-06,ORANGE,120.0,27.6,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.2647222222222223,48.84222222222222
467603,2016-10-06,ORANGE,315.0,27.6,TEL MOBILE,6.0,1805.0,1825.0,MHz,2.2647222222222223,48.84222222222222
467603,2016-10-27,ORANGE,120.0,27.6,TEL MOBILE,5.0,811.0,821.0,MHz,2.2647222222222223,48.84222222222222
467603,2016-10-27,ORANGE,315.0,27.6,TEL MOBILE,5.0,811.0,821.0,MHz,2.2647222222222223,48.84222222222222
467603,2017-11-27,ORANGE,120.0,27.6,TEL MOBILE,1.0,934.9,943.6,MHz,2.2647222222222223,48.84222222222222
467603,2017-11-27,ORANGE,315.0,27.6,TEL MOBILE,1.0,934.9,943.6,MHz,2.2647222222222223,48.84222222222222
467603,2018-06-15,ORANGE,120.0,27.6,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.2647222222222223,48.84222222222222
467603,2018-06-15,ORANGE,315.0,27.6,TEL MOBILE,7.0,2154.9,2169.7,MHz,2.2647222222222223,48.84222222222222
467603,2010-10-04,SFR,60.0,29.8,TEL MOBILE,1.0,951.2,959.9,MHz,2.2647222222222223,48.84222222222222
467603,2010-10-04,SFR,220.0,29.8,TEL MOBILE,1.0,951.2,959.9,MHz,2.2647222222222223,48.84222222222222
467603,2010-11-23,SFR,60.0,29.8,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2647222222222223,48.84222222222222
467603,2010-11-23,SFR,220.0,29.8,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.2647222222222223,48.84222222222222
467603,2013-07-26,SFR,60.0,29.8,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2647222222222223,48.84222222222222
467603,2013-07-26,SFR,220.0,29.8,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.2647222222222223,48.84222222222222
467603,2013-09-03,SFR,60.0,29.8,TEL MOBILE,5.0,801.0,811.0,MHz,2.2647222222222223,48.84222222222222
467603,2013-09-03,SFR,220.0,29.8,TEL MOBILE,5.0,801.0,811.0,MHz,2.2647222222222223,48.84222222222222
467603,2015-02-25,SFR,60.0,29.8,TEL MOBILE,2.0,951.2,959.9,MHz,2.2647222222222223,48.84222222222222
467603,2015-02-25,SFR,220.0,29.8,TEL MOBILE,2.0,951.2,959.9,MHz,2.2647222222222223,48.84222222222222
467603,2016-11-18,SFR,60.0,29.8,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2647222222222223,48.84222222222222
467603,2016-11-18,SFR,220.0,29.8,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.2647222222222223,48.84222222222222
467603,2018-07-18,SFR,60.0,29.8,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.2647222222222223,48.84222222222222
467603,2018-07-18,SFR,220.0,29.8,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.2647222222222223,48.84222222222222
467603,2020-11-12,SFR,60.0,29.8,TEL MOBILE,4.0,758.0,763.0,MHz,2.2647222222222223,48.84222222222222
467603,2020-11-12,SFR,220.0,29.8,TEL MOBILE,4.0,758.0,763.0,MHz,2.2647222222222223,48.84222222222222
467603,2021-07-30,SFR,60.0,30.9,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.2647222222222223,48.84222222222222
467603,2021-07-30,SFR,220.0,30.9,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.2647222222222223,48.84222222222222
468796,1994-10-26,SFR,0.0,33.2,TEL MOBILE,1.0,951.2,959.9,MHz,2.3402777777777777,48.868611111111115
468796,1994-10-26,SFR,120.0,36.6,TEL MOBILE,1.0,951.2,959.9,MHz,2.3402777777777777,48.868611111111115
468796,1994-10-26,SFR,240.0,34.2,TEL MOBILE,1.0,951.2,959.9,MHz,2.3402777777777777,48.868611111111115
468796,2008-12-04,SFR,0.0,33.2,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.3402777777777777,48.868611111111115
468796,2008-12-04,SFR,120.0,36.6,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.3402777777777777,48.868611111111115
468796,2008-12-04,SFR,240.0,34.2,TEL MOBILE,3.0,2110.5,2125.3,MHz,2.3402777777777777,48.868611111111115
468796,2013-12-16,SFR,0.0,33.2,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.3402777777777777,48.868611111111115
468796,2013-12-16,SFR,120.0,36.6,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.3402777777777777,48.868611111111115
468796,2013-12-16,SFR,240.0,34.2,TEL MOBILE,8.0,2620.0,2635.0,MHz,2.3402777777777777,48.868611111111115
468796,2014-02-10,SFR,0.0,33.2,TEL MOBILE,5.0,801.0,811.0,MHz,2.3402777777777777,48.868611111111115
468796,2014-02-10,SFR,120.0,36.6,TEL MOBILE,5.0,801.0,811.0,MHz,2.3402777777777777,48.868611111111115
468796,2014-02-10,SFR,240.0,34.2,TEL MOBILE,5.0,801.0,811.0,MHz,2.3402777777777777,48.868611111111115
468796,2015-02-25,SFR,0.0,33.2,TEL MOBILE,2.0,951.2,959.9,MHz,2.3402777777777777,48.868611111111115
468796,2015-02-25,SFR,120.0,36.6,TEL MOBILE,2.0,951.2,959.9,MHz,2.3402777777777777,48.868611111111115
468796,2015-02-25,SFR,240.0,34.2,TEL MOBILE,2.0,951.2,959.9,MHz,2.3402777777777777,48.868611111111115
468796,2016-11-03,SFR,0.0,33.2,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.3402777777777777,48.868611111111115
468796,2016-11-03,SFR,120.0,36.6,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.3402777777777777,48.868611111111115
468796,2016-11-03,SFR,240.0,34.2,TEL MOBILE,6.0,1825.0,1845.0,MHz,2.3402777777777777,48.868611111111115
468796,2018-07-06,SFR,0.0,33.2,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.3402777777777777,48.868611111111115
468796,2018-07-06,SFR,120.0,36.6,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.3402777777777777,48.868611111111115
468796,2018-07-06,SFR,240.0,34.2,TEL MOBILE,7.0,2110.5,2125.3,MHz,2.3402777777777777,48.868611111111115
468796,2020-11-08,SFR,0.0,33.2,TEL MOBILE,4.0,758.0,763.0,MHz,2.3402777777777777,48.868611111111115
468796,2020-11-08,SFR,120.0,36.6,TEL MOBILE,4.0,758.0,763.0,MHz,2.3402777777777777,48.868611111111115
468796,2020-11-08,SFR,240.0,34.2,TEL MOBILE,4.0,758.0,763.0,MHz,2.3402777777777777,48.868611111111115
468796,2021-03-19,SFR,0.0,33.6,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.3402777777777777,48.868611111111115
468796,2021-03-19,SFR,120.0,37.0,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.3402777777777777,48.868611111111115
468796,2021-03-19,SFR,240.0,34.6,TEL MOBILE,9.0,3490.0,3570.0,MHz,2.3402777777777777,48.868611111111115
468796,2013-01-24,FREE MOBILE,0.0,37.2,TEL MOBILE,2.0,944.9,949.9,MHz,2.3402777777777777,48.868611111111115
468796,2013-01-24,FREE MOBILE,120.0,38.5,TEL MOBILE,2.0,944.9,949.9,MHz,2.3402777777777777,48.868611111111115
468796,2013-01-24,FREE MOBILE,240.0,38.2,TEL MOBILE,2.0,944.9,949.9,MHz,2.3402777777777777,48.868611111111115
468796,2014-03-04,FREE MOBILE,0.0,37.2,TEL MOBILE,8.0,2670.0,2690.0,MHz,2.3402777777777777,48.868611111111115
468796,2014-03-04,FREE MOBILE,120.0,38.5,TEL MOBILE,8.0,2670.0,2690.0,MHz,2.3402777777777777,48.868611111111115
468796,2014-03-04,FREE MOBILE,240.0,38.2,TEL MOBILE,8.0,2670.0,2690.0,MHz,2.3402777777777777,48.868611111111115
468796,2016-10-14,FREE MOBILE,0.0,37.2,TEL MOBILE,4.0,778.0,788.0,MHz,2.3402777777777777,48.868611111111115
468796,2016-10-14,FREE MOBILE,120.0,38.5,TEL MOBILE,4.0,778.0,788.0,MHz,2.3402777777777777,48.868611111111115
468796,2016-10-14,FREE MOBILE,240.0,38.2,TEL MOBILE,4.0,778.0,788.0,MHz,2.3402777777777777,48.868611111111115
